text,speaker
"That is like a poll, you know? It's like a poll except that instead of interviewing 73 people, they have thousands of people here. Much more than the 2,000. Well, h -- h -- he's got a, uh, nice 2,000 people and I don't think so. But last night in Miami -- you, you want to see a crowd? You couldn't even see the end of it.",Donald Trump
"I've never seen anything like it. There's such spirit. I've never seen spirit like this. And North Carolina GOP Chair, somebody doing an incredible job, if we win tomorrow. By the way, if we don't win tomorrow, they'll say, ""How's Michael Watley doing?"" And I'll say, ""Not good at all. He didn't do a good job."" Michael Watley, are we doing okay, Michael?",Donald Trump
"Yes? Get out. Get out the vote, Mike. Get 'em out. Get out the vote. Thanks, Michael. And you are doing a good job. I also want to recognize medal of honor recipient command sergeant major Bob Patterson. Where's Bob? Where's Bob? Where is Bob? Wow. He looks good. He looks good. Your husband, wow. That's a good looking couple.",Donald Trump
"Wow. That's some, uh, incredible honor. That's some incredible honor, I tell you what. There is no greater honor, and uh, are you proud of your husband? I bet he's proud of you too. Oh, oh, she's proud of Trump. Look at that. Thank you. I knew I liked her. I knew I liked her. Thank you both very much. Great honor.",Donald Trump
"That's the highest honor you can get. Former prisoner of war and Vietnam veteran captain Ken Wells, a real, a real hero. Where is Ken? A real hero. Thank you. Thank you. (laughs) Real tough one. Look at him, he's tough. He's a tough looking -- he's a tough looking guy. Thank you, thank you very much. Beautiful.",Donald Trump
"You look great. Thank you. These are great people. And World War II hero and D-day veteran very, very brave they say, Harold Frank. Hi Harold. Looking good. Thank you Harold. Thank you Harold. Thank you. They said he's a brave one. Thank you Harold. You're looking good. Oh, these guys look good. I don't know.",Donald Trump
"They go through all that, they come out, they look better than all of us. I don't know. Something about the war. Something about brave people, right? Military spouse and don't ever underestimate, that is where it all begins. Somebody who's incredible. Donna Dotson. Donna? Where's Donna? Thank you Donna. Thank you very much.",Donald Trump
"Thank you Donna. Great to have you. Thank you very much. And retired sergeant major Karen De la Vega. Karen, thank you. Thank you. Thank you, Karen. They're great people. Thank you all for your extraordinary service, and it's an honor to have you with us. It really is. Thank you very much. For 47 years, Joe Biden viciously, repeatedly attacked black Americans.",Donald Trump
"He decimated the black middle class, and called young black men ""super predators."" To every black American, vote for Trump. This is your one and only chance to show sleepy Joe Biden what you think of his decision to attack you, to insult you, to jail you, and to betray you. I am fighting for you and got criminal justice reform, prison reform, opportunity zones with Tim Scott, and funding for historically black colleges and universities.",Donald Trump
"I got it done. Nobody else got it done. And with the exception of, and I use the word possibly, possible exception, but I could use it. Maybe I won't. I'll keep it a little bit less controversial. With the exception of Abraham Lincoln, there has been no president that's done more for the black community than Donald Trump.",Donald Trump
"No president. Thank you very much. Thank you. Thank you. Thank you very much. Under my leadership, we achieved the most secure border in US history. Joe Biden has pledged to open boarders. He's actually talking about taking down the wall, can you believe it? ""Let's take down the wall. Let everybody pour into our country."" He wants to take down -- no, he said it.",Donald Trump
